Temperature,Humidity,Moisture,Soil Type,Nitrogen,Potassium,Phosphorous,Season,Region,Crop Type
33.5,48.2,56.3,Sandy,12,58,6,Zaid,East,Millets
34.6,37.7,66.6,Black,12,18,30,Zaid,East,Cotton
30.7,74.6,41.2,Red,37,19,11,Kharif,South,Rice
32.3,52.5,41.5,Sandy,17,19,14,Zaid,South,Millets
26.0,70.7,54.2,Black,52,39,48,Kharif,North,Millets
35.4,53.4,36.8,Loamy,46,40,43,Zaid,Central,Ground Nuts
35.6,40.5,45.3,Loamy,47,39,22,Zaid,South,Ground Nuts
27.1,89.4,29.7,Clayey,46,27,38,Kharif,South,Rice
21.2,42.2,36.7,Alluvial,47,10,47,Rabi,South,Wheat
39.3,38.4,31.2,Sandy,11,8,41,Zaid,East,Ground Nuts
31.2,48.4,25.4,Red,19,19,32,Zaid,West,Tobacco
29.5,71.8,35.1,Alluvial,38,14,19,Kharif,West,Rice
22.6,43.9,42.6,Black,46,51,38,Rabi,West,Millets
30.1,83.5,44.5,Alluvial,39,25,25,Kharif,Central,Wheat
21.9,74.8,34.4,Black,25,8,5,Rabi,South,Millets
31.9,81.7,25.5,Alluvial,56,17,39,Kharif,South,Sugarcane
32.2,73.8,47.4,Clayey,53,24,48,Kharif,Central,Maize
34.8,60.9,51.2,Clayey,13,19,33,Zaid,South,Tobacco
34.4,53.6,46.5,Sandy,46,54,32,Zaid,East,Millets
33.2,76.5,33.1,Black,43,41,23,Kharif,South,Millets
34.6,53.3,50.2,Loamy,10,25,36,Zaid,South,Tobacco
14.1,48.3,35.3,Red,39,36,34,Rabi,West,Barley
29.0,73.8,49.3,Alluvial,54,50,20,Kharif,Central,Rice
36.1,46.7,32.7,Black,50,29,18,Zaid,North,Cotton
25.6,89.9,29.8,Clayey,28,41,47,Kharif,West,Rice
36.1,69.4,39.2,Black,17,15,17,Zaid,North,Millets
19.5,64.7,39.1,Sandy,38,11,8,Rabi,South,Barley
27.1,70.2,39.0,Clayey,41,44,26,Kharif,East,Maize
37.4,64.5,54.0,Sandy,25,15,20,Zaid,Central,Ground Nuts
32.6,76.5,40.2,Loamy,12,27,10,Kharif,South,Rice
37.9,36.3,42.2,Red,55,5,15,Zaid,East,Millets
30.0,77.5,33.5,Alluvial,59,6,16,Kharif,North,Rice
30.9,76.4,28.7,Black,45,24,25,Kharif,East,Cotton
26.3,74.2,43.7,Loamy,10,18,42,Kharif,East,Rice
33.7,65.6,63.1,Loamy,21,23,28,Kharif,North,Rice
29.1,64.2,48.3,Sandy,51,50,36,Kharif,East,Maize
26.8,72.6,44.8,Loamy,14,41,9,Kharif,East,Maize
38.4,48.5,35.5,Black,50,33,13,Zaid,North,Cotton
32.3,89.2,45.6,Red,27,58,37,Kharif,East,Oil seeds
25.8,63.2,38.5,Clayey,26,36,15,Kharif,West,Maize
11.0,45.6,38.9,Sandy,45,41,9,Rabi,East,Barley
34.7,70.3,30.3,Sandy,22,31,41,Kharif,West,Oil seeds
23.4,52.2,32.0,Black,15,21,39,Rabi,West,Millets
22.0,70.1,32.9,Red,15,53,42,Rabi,South,Pulses
37.1,46.5,36.1,Black,30,9,8,Zaid,South,Millets
28.2,81.2,46.7,Clayey,24,6,32,Kharif,West,Oil seeds
32.1,50.3,32.3,Black,17,46,45,Zaid,East,Cotton
32.4,61.1,27.8,Alluvial,46,43,11,Kharif,West,Sugarcane
25.5,77.0,25.8,Clayey,11,48,12,Kharif,West,Rice
39.9,53.3,39.4,Red,54,52,27,Zaid,South,Millets
26.4,49.6,32.1,Loamy,34,56,26,Kharif,Central,Rice
14.2,68.7,54.4,Sandy,35,44,20,Rabi,South,Barley
35.8,43.0,46.0,Alluvial,18,21,49,Zaid,West,Rice
33.8,74.0,33.1,Red,36,41,46,Kharif,South,Rice
30.4,81.2,47.1,Sandy,38,21,12,Kharif,Central,Rice
28.5,74.0,50.9,Clayey,38,54,49,Kharif,East,Rice
17.8,54.4,48.7,Loamy,36,7,48,Rabi,Central,Barley
34.9,55.4,31.8,Clayey,27,25,24,Zaid,West,Ground Nuts
19.5,53.5,33.1,Loamy,38,47,9,Rabi,South,Pulses
35.3,66.3,54.6,Loamy,35,19,9,Zaid,South,Tobacco
27.4,82.0,27.5,Sandy,29,25,31,Kharif,North,Oil seeds
31.0,83.3,25.6,Sandy,56,21,35,Kharif,Central,Oil seeds
37.9,50.6,42.9,Clayey,22,26,6,Zaid,East,Ground Nuts
35.6,43.6,34.5,Clayey,52,10,9,Zaid,North,Millets
16.6,47.7,37.6,Black,24,22,15,Rabi,North,Millets
23.8,63.9,43.8,Sandy,15,19,22,Kharif,Central,Oil seeds
34.2,46.6,10.2,Sandy,49,35,48,Zaid,Central,Millets
36.0,53.3,42.0,Loamy,16,57,24,Zaid,West,Millets
37.6,47.6,34.7,Black,10,32,46,Zaid,East,Millets
28.1,76.6,37.2,Red,24,57,27,Kharif,Central,Oil seeds
28.6,55.4,44.3,Red,27,45,21,Kharif,West,Rice
29.0,71.0,36.4,Sandy,53,32,33,Kharif,West,Rice
17.1,76.6,31.6,Loamy,40,31,30,Rabi,West,Wheat
28.6,70.1,46.8,Clayey,40,12,15,Kharif,Central,Rice
31.0,74.6,43.8,Sandy,30,15,45,Kharif,Central,Rice
31.5,88.3,42.7,Clayey,16,19,18,Kharif,South,Maize
30.6,64.0,41.6,Clayey,22,5,47,Kharif,East,Rice
18.2,62.5,50.6,Clayey,54,55,45,Rabi,West,Pulses
37.1,57.7,55.8,Clayey,57,8,33,Zaid,Central,Millets
13.0,58.1,45.6,Black,36,51,45,Rabi,South,Millets
34.2,55.9,46.2,Alluvial,21,12,45,Zaid,Central,Sugarcane
35.9,49.5,46.0,Sandy,23,13,41,Zaid,North,Tobacco
33.3,65.7,42.5,Alluvial,48,6,48,Zaid,East,Sugarcane
28.7,81.3,30.1,Loamy,20,18,6,Kharif,Central,Rice
35.8,46.7,46.2,Red,50,55,11,Zaid,Central,Tobacco
22.7,66.6,40.0,Sandy,20,22,26,Rabi,Central,Wheat
26.1,73.5,36.7,Loamy,20,44,25,Kharif,East,Rice
32.4,62.8,40.5,Black,18,38,39,Kharif,South,Cotton
32.3,81.7,63.1,Red,44,43,9,Kharif,Central,Oil seeds
34.6,53.4,34.0,Loamy,28,8,17,Zaid,South,Millets
29.6,107.2,44.9,Loamy,22,25,25,Kharif,North,Rice
26.6,74.7,33.5,Red,31,15,30,Kharif,North,Oil seeds
28.0,66.2,47.8,Clayey,38,41,23,Kharif,West,Rice
34.6,82.0,46.9,Loamy,21,51,23,Kharif,North,Rice
15.6,47.8,45.2,Clayey,23,58,12,Rabi,East,Barley
28.4,83.4,49.8,Alluvial,44,25,27,Kharif,South,Sugarcane
34.1,75.2,45.0,Sandy,20,15,49,Kharif,West,Rice
31.6,76.2,36.7,Alluvial,42,36,18,Kharif,Central,Rice
29.9,83.7,46.2,Loamy,51,50,12,Kharif,South,Maize
32.8,80.1,33.5,Alluvial,50,8,34,Kharif,East,Sugarcane
35.3,49.5,29.1,Red,38,51,27,Zaid,East,Millets
37.1,70.9,39.1,Red,16,27,17,Kharif,Central,Rice
15.3,64.7,43.4,Alluvial,46,35,37,Rabi,Central,Rice
19.2,60.5,33.3,Red,49,18,41,Rabi,South,Pulses
28.7,73.2,49.8,Sandy,23,52,27,Rabi,North,Wheat
14.4,62.1,52.1,Alluvial,19,48,8,Rabi,South,Wheat
36.6,43.3,52.8,Black,57,30,9,Zaid,Central,Millets
36.0,75.3,38.7,Loamy,29,46,34,Kharif,North,Oil seeds
31.0,82.5,34.3,Sandy,55,14,23,Kharif,West,Rice
13.6,59.2,48.5,Black,42,28,19,Rabi,North,Millets
36.3,51.7,45.2,Red,48,7,26,Zaid,East,Tobacco
33.6,32.8,50.0,Sandy,40,6,49,Zaid,North,Tobacco
19.9,56.8,38.6,Black,55,21,25,Rabi,West,Cotton
27.5,78.2,43.3,Sandy,45,17,7,Kharif,South,Oil seeds
33.7,35.7,42.7,Red,10,48,38,Zaid,West,Millets
30.3,64.2,32.1,Loamy,58,50,5,Kharif,East,Oil seeds
37.9,51.7,39.3,Red,12,10,30,Zaid,East,Millets
25.7,77.7,50.0,Loamy,20,20,6,Kharif,West,Rice
15.3,51.2,53.8,Sandy,57,20,32,Rabi,South,Barley
20.8,62.8,28.0,Alluvial,14,5,34,Rabi,West,Wheat
12.3,59.7,36.8,Sandy,54,55,6,Rabi,North,Pulses
36.9,45.1,32.3,Clayey,24,24,36,Zaid,West,Tobacco
34.3,86.9,48.6,Alluvial,14,34,6,Kharif,East,Wheat
32.9,59.1,45.0,Black,13,25,13,Kharif,West,Cotton
34.1,67.0,36.1,Clayey,18,55,44,Kharif,East,Oil seeds
34.9,50.6,39.8,Red,37,14,30,Zaid,North,Ground Nuts
26.2,77.9,59.3,Alluvial,31,40,9,Kharif,West,Sugarcane
22.8,64.4,24.7,Black,36,22,16,Rabi,Central,Millets
32.2,83.9,29.1,Black,39,25,30,Kharif,South,Millets
32.6,59.3,34.2,Alluvial,26,38,21,Kharif,North,Rice
28.4,82.3,43.5,Black,44,49,42,Kharif,South,Millets
22.8,55.7,29.0,Alluvial,51,16,27,Rabi,Central,Wheat
27.7,77.8,48.1,Loamy,35,55,10,Kharif,East,Maize
39.3,59.9,44.9,Black,37,16,20,Zaid,North,Cotton
28.3,75.5,53.3,Loamy,37,36,39,Kharif,Central,Maize
19.4,68.8,45.7,Clayey,48,52,29,Rabi,West,Barley
31.8,53.6,22.9,Sandy,45,43,41,Zaid,East,Millets
28.6,77.8,34.6,Red,58,46,36,Kharif,North,Rice
18.8,47.6,54.4,Clayey,16,41,21,Rabi,Central,Pulses
38.2,48.3,42.3,Black,40,18,26,Zaid,North,Cotton
36.4,49.3,27.2,Red,24,44,33,Zaid,West,Tobacco
24.0,73.5,51.6,Red,27,51,9,Kharif,West,Rice
26.2,78.3,34.0,Sandy,51,53,26,Kharif,West,Maize
35.3,64.7,49.2,Red,12,18,20,Zaid,East,Tobacco
21.6,66.5,39.6,Loamy,11,27,20,Rabi,East,Wheat
25.0,70.9,40.7,Loamy,34,53,41,Rabi,West,Wheat
33.7,58.2,35.8,Black,12,12,43,Zaid,North,Cotton
19.5,64.5,33.9,Sandy,50,9,16,Rabi,Central,Pulses
33.5,79.8,24.7,Alluvial,14,23,28,Kharif,West,Wheat
27.4,57.5,38.7,Black,35,39,29,Rabi,Central,Cotton
32.6,53.7,46.4,Loamy,24,41,35,Zaid,East,Tobacco
26.7,65.4,24.1,Clayey,46,18,23,Kharif,South,Maize
20.1,60.6,42.4,Clayey,53,8,21,Rabi,South,Wheat
17.6,57.3,41.7,Clayey,25,6,44,Rabi,North,Pulses
33.2,68.4,42.8,Sandy,34,47,26,Kharif,North,Maize
18.3,61.6,44.1,Clayey,39,13,20,Rabi,West,Wheat
38.7,52.5,47.1,Loamy,37,37,24,Zaid,North,Millets
27.2,90.2,38.1,Black,17,28,17,Kharif,East,Cotton
36.6,38.4,21.6,Loamy,35,37,28,Zaid,South,Ground Nuts
19.3,46.8,49.9,Alluvial,58,10,45,Rabi,East,Sugarcane
28.5,85.4,24.2,Red,13,7,28,Kharif,Central,Oil seeds
18.1,56.5,30.6,Clayey,20,33,46,Rabi,North,Pulses
33.5,55.5,11.3,Sandy,44,22,48,Zaid,West,Tobacco
16.1,70.9,36.6,Alluvial,14,27,12,Rabi,North,Wheat
22.3,51.8,36.8,Alluvial,17,29,9,Rabi,West,Sugarcane
35.3,76.5,14.7,Alluvial,14,48,12,Kharif,North,Wheat
28.9,59.9,49.9,Red,10,20,15,Kharif,South,Oil seeds
13.9,40.0,35.2,Red,53,28,42,Rabi,Central,Barley
16.6,76.2,39.5,Red,31,19,41,Rabi,Central,Pulses
28.7,70.0,22.4,Red,12,24,11,Kharif,Central,Maize
35.5,49.9,21.4,Red,47,5,22,Zaid,South,Tobacco
32.9,67.2,29.3,Sandy,32,14,47,Kharif,East,Maize
30.1,94.5,59.4,Black,53,8,35,Kharif,West,Millets
34.5,32.1,39.1,Sandy,10,57,7,Zaid,Central,Millets
34.5,49.8,43.6,Black,27,10,37,Zaid,West,Millets
20.1,77.9,64.7,Loamy,35,42,8,Rabi,South,Wheat
28.3,73.4,58.3,Red,31,5,35,Rabi,South,Wheat
35.7,47.1,34.2,Clayey,10,56,23,Zaid,Central,Millets
38.6,60.2,31.6,Clayey,38,38,32,Zaid,West,Tobacco
16.8,71.9,25.9,Sandy,30,30,38,Rabi,West,Wheat
27.5,70.6,33.0,Clayey,46,56,24,Kharif,Central,Oil seeds
32.7,42.9,41.5,Red,33,16,20,Zaid,North,Tobacco
32.8,79.4,33.2,Clayey,41,23,35,Kharif,Central,Oil seeds
33.1,96.0,43.0,Alluvial,26,24,40,Kharif,West,Sugarcane
15.3,49.0,32.0,Alluvial,29,45,23,Rabi,West,Wheat
26.6,53.5,34.1,Sandy,53,49,42,Rabi,South,Pulses
31.9,81.6,37.0,Sandy,21,57,34,Kharif,Central,Rice
17.8,53.9,40.4,Clayey,25,8,31,Rabi,West,Wheat
34.5,56.6,26.5,Red,54,47,25,Zaid,North,Tobacco
36.7,54.1,26.4,Loamy,50,43,33,Zaid,South,Ground Nuts
35.5,50.1,29.7,Black,22,16,5,Zaid,West,Millets
30.1,83.7,29.4,Loamy,29,16,10,Kharif,West,Maize
34.9,42.6,42.4,Alluvial,58,43,19,Zaid,Central,Wheat
28.3,76.1,28.2,Loamy,21,31,36,Kharif,Central,Rice
33.0,52.9,59.4,Alluvial,52,43,7,Zaid,North,Sugarcane
27.6,75.6,26.4,Red,57,27,14,Kharif,Central,Oil seeds
24.8,86.5,34.7,Alluvial,21,27,22,Kharif,North,Wheat
35.8,24.8,45.0,Clayey,48,46,15,Zaid,Central,Millets
33.9,44.5,47.5,Black,46,49,35,Zaid,West,Cotton
35.2,33.4,28.7,Black,26,5,15,Zaid,North,Millets
35.6,51.3,36.3,Alluvial,25,49,43,Zaid,Central,Sugarcane
34.8,73.4,41.1,Loamy,12,29,43,Kharif,West,Maize
17.8,55.2,47.0,Loamy,24,42,19,Rabi,West,Barley
34.5,49.6,25.3,Red,28,33,28,Zaid,East,Ground Nuts
25.6,90.6,28.3,Red,58,20,33,Kharif,Central,Rice
28.1,96.4,49.0,Alluvial,18,28,36,Kharif,East,Sugarcane
34.8,44.7,49.5,Red,25,46,5,Zaid,South,Tobacco
38.4,52.1,45.8,Alluvial,46,30,18,Zaid,West,Wheat
21.1,61.0,54.8,Clayey,54,32,26,Rabi,South,Barley
28.7,88.9,54.3,Loamy,27,37,28,Kharif,Central,Rice
17.3,63.5,37.9,Loamy,19,13,18,Rabi,Central,Pulses
29.2,72.3,36.8,Black,48,43,36,Kharif,East,Cotton
25.2,79.4,56.7,Alluvial,54,28,33,Kharif,West,Sugarcane
35.2,54.9,41.1,Sandy,51,23,36,Zaid,South,Ground Nuts
24.6,64.9,37.5,Black,51,19,48,Kharif,East,Millets
25.3,88.2,33.7,Loamy,35,24,9,Kharif,North,Rice
20.0,29.3,39.5,Clayey,45,59,15,Rabi,West,Barley
36.1,54.9,57.2,Clayey,41,25,29,Zaid,North,Ground Nuts
34.1,78.0,45.4,Red,58,51,28,Kharif,North,Rice
34.9,57.7,32.1,Clayey,47,39,43,Zaid,Central,Ground Nuts
35.1,42.6,54.3,Black,50,36,48,Zaid,South,Cotton
35.3,59.6,39.2,Alluvial,58,21,34,Zaid,East,Wheat
20.8,78.4,36.3,Alluvial,57,34,38,Rabi,West,Rice
26.7,78.3,35.4,Sandy,49,28,48,Kharif,East,Oil seeds
29.5,96.3,47.4,Red,39,26,11,Kharif,East,Oil seeds
27.7,68.2,30.9,Sandy,29,37,18,Kharif,East,Oil seeds
30.6,45.4,39.6,Sandy,27,25,31,Zaid,East,Tobacco
29.9,79.6,43.8,Alluvial,57,13,23,Kharif,West,Rice
22.7,42.9,41.1,Sandy,21,25,7,Rabi,North,Wheat
20.9,71.7,38.2,Black,50,56,14,Rabi,South,Millets
34.9,47.4,37.1,Clayey,36,15,37,Zaid,Central,Ground Nuts
33.5,46.9,43.6,Alluvial,30,43,20,Zaid,West,Wheat
19.7,61.4,49.8,Sandy,25,55,17,Rabi,North,Pulses
29.3,65.3,51.3,Sandy,29,33,26,Kharif,North,Rice
27.6,52.6,35.4,Clayey,39,7,47,Kharif,Central,Oil seeds
27.4,96.4,43.1,Alluvial,22,36,46,Kharif,East,Rice
30.5,75.4,37.8,Sandy,44,54,36,Kharif,West,Rice
14.6,57.0,46.6,Sandy,53,42,21,Rabi,East,Wheat
34.3,79.4,25.7,Red,48,18,13,Kharif,South,Maize
34.6,49.3,38.6,Alluvial,29,40,19,Zaid,East,Wheat
13.2,55.7,36.4,Sandy,59,38,7,Rabi,East,Wheat
33.2,42.1,37.6,Black,51,51,36,Zaid,South,Millets
31.2,50.7,43.2,Alluvial,28,11,29,Zaid,North,Sugarcane
29.0,70.4,42.2,Alluvial,14,22,18,Kharif,East,Sugarcane
28.6,52.6,55.1,Alluvial,54,46,11,Rabi,West,Wheat
27.8,66.6,55.9,Sandy,48,57,13,Kharif,South,Oil seeds
14.3,61.1,28.8,Red,30,12,7,Rabi,South,Pulses
18.8,59.8,25.8,Red,51,6,16,Rabi,South,Pulses
18.5,58.6,38.4,Clayey,35,26,19,Rabi,West,Pulses
30.5,87.3,31.9,Alluvial,30,28,45,Kharif,South,Wheat
20.5,59.3,27.3,Red,33,15,17,Rabi,North,Pulses
29.2,66.3,32.4,Red,12,48,20,Kharif,North,Rice
25.6,83.7,34.8,Clayey,28,11,32,Kharif,Central,Maize
35.4,49.7,46.2,Sandy,46,40,20,Zaid,South,Millets
33.6,58.7,32.2,Clayey,42,20,45,Zaid,North,Ground Nuts
29.7,55.0,30.8,Clayey,46,56,17,Zaid,South,Millets
25.7,87.7,45.1,Clayey,47,49,24,Kharif,East,Oil seeds
31.1,75.5,24.3,Loamy,17,43,18,Kharif,South,Rice
23.3,62.9,44.4,Clayey,32,53,22,Rabi,East,Pulses
28.7,55.4,46.4,Clayey,39,56,17,Kharif,West,Maize
36.8,72.4,24.5,Red,10,36,9,Kharif,North,Maize
37.5,44.8,43.2,Sandy,46,16,27,Zaid,South,Ground Nuts
29.8,73.6,55.4,Sandy,53,10,32,Kharif,West,Oil seeds
30.2,50.7,30.8,Loamy,26,20,13,Zaid,Central,Tobacco
31.0,83.1,45.6,Loamy,54,49,28,Kharif,Central,Rice
34.5,59.6,34.4,Loamy,50,13,5,Zaid,East,Millets
30.4,75.0,46.3,Black,47,37,39,Kharif,South,Cotton
36.7,60.5,39.3,Black,44,6,24,Zaid,West,Millets
31.7,78.8,38.9,Black,28,5,26,Kharif,Central,Millets
19.9,64.8,33.4,Black,27,52,9,Rabi,East,Cotton
36.8,44.6,57.5,Red,20,30,43,Zaid,North,Millets
19.7,51.1,17.3,Alluvial,56,9,13,Rabi,Central,Rice
25.5,55.0,34.0,Loamy,27,37,34,Kharif,West,Rice
32.8,80.2,28.4,Sandy,10,10,40,Kharif,South,Oil seeds
18.9,51.2,47.1,Sandy,47,19,29,Rabi,East,Pulses
31.6,83.3,38.5,Loamy,22,57,42,Kharif,Central,Maize
18.8,69.1,31.3,Black,36,26,32,Rabi,North,Cotton
30.4,47.3,36.8,Alluvial,30,13,20,Zaid,South,Rice
30.7,79.0,38.5,Red,27,55,25,Kharif,Central,Maize
33.1,54.9,64.4,Clayey,18,17,22,Zaid,South,Millets
35.3,51.7,36.1,Alluvial,40,27,15,Zaid,Central,Rice
28.0,40.4,38.4,Clayey,42,46,45,Rabi,South,Barley
35.0,56.7,45.2,Sandy,28,19,36,Zaid,North,Tobacco
34.3,45.2,34.4,Black,51,11,22,Zaid,East,Millets
37.9,55.2,42.9,Black,46,52,26,Zaid,North,Millets
28.9,74.8,27.4,Alluvial,28,25,37,Kharif,West,Rice
34.3,46.5,48.6,Clayey,12,25,9,Zaid,North,Ground Nuts
28.2,71.7,35.6,Sandy,46,56,24,Kharif,North,Maize
35.1,63.3,41.7,Red,52,23,33,Zaid,East,Tobacco
32.6,84.1,59.4,Alluvial,22,31,36,Kharif,North,Wheat
34.3,38.7,40.2,Sandy,38,17,13,Zaid,Central,Tobacco
30.5,90.5,54.9,Clayey,31,39,35,Kharif,North,Maize
31.0,47.9,26.0,Black,53,28,44,Zaid,East,Millets
32.6,55.6,36.3,Sandy,51,32,37,Zaid,Central,Tobacco
31.9,57.5,37.8,Alluvial,15,13,11,Zaid,West,Sugarcane
35.3,43.3,49.8,Sandy,32,58,46,Zaid,South,Ground Nuts
35.8,54.3,24.2,Sandy,49,44,13,Zaid,West,Millets
36.3,60.0,43.1,Clayey,24,56,32,Zaid,East,Tobacco
24.9,46.6,55.3,Red,30,45,30,Rabi,West,Barley
31.1,95.6,37.9,Red,12,35,23,Kharif,South,Maize
22.3,50.1,52.8,Red,17,30,38,Rabi,South,Pulses
34.1,51.0,42.6,Loamy,16,56,7,Zaid,Central,Millets
15.2,70.0,43.8,Black,40,9,43,Rabi,East,Cotton
31.7,73.7,43.3,Clayey,27,27,11,Kharif,East,Rice
32.4,68.0,31.3,Black,34,59,13,Kharif,East,Cotton
23.4,53.9,45.4,Loamy,36,30,30,Rabi,East,Wheat
19.7,72.6,36.7,Red,33,19,31,Rabi,South,Wheat
36.7,39.6,43.7,Alluvial,18,27,49,Zaid,North,Rice
34.3,46.7,41.4,Red,23,30,31,Zaid,West,Tobacco
33.2,57.7,15.5,Black,27,27,49,Zaid,East,Cotton
33.3,59.7,45.1,Clayey,52,51,34,Zaid,West,Ground Nuts
35.5,64.4,38.4,Sandy,31,35,45,Zaid,West,Tobacco
19.7,66.9,28.7,Black,28,51,27,Rabi,North,Cotton
38.2,60.4,16.8,Alluvial,47,30,39,Zaid,East,Wheat
30.2,85.8,22.4,Black,25,42,41,Kharif,South,Cotton
35.7,49.6,52.0,Sandy,45,44,17,Zaid,Central,Millets
34.8,83.5,29.1,Sandy,12,33,38,Kharif,Central,Oil seeds
31.1,48.0,59.0,Clayey,56,20,47,Zaid,Central,Ground Nuts
29.3,76.6,43.3,Loamy,23,39,46,Kharif,South,Maize
25.9,45.7,35.2,Black,39,19,32,Rabi,South,Millets
14.8,62.1,55.3,Alluvial,10,28,46,Rabi,West,Wheat
34.2,54.6,48.1,Red,38,48,12,Zaid,South,Ground Nuts
31.0,46.3,30.8,Loamy,22,6,29,Zaid,Central,Tobacco
25.4,73.1,36.8,Red,21,54,23,Kharif,West,Rice
25.2,75.3,27.9,Black,28,44,28,Kharif,North,Cotton
32.6,76.3,33.8,Loamy,14,16,41,Kharif,Central,Maize
28.8,76.7,42.9,Black,10,27,12,Kharif,Central,Millets
35.6,56.1,29.5,Sandy,52,41,17,Zaid,North,Ground Nuts
32.0,63.6,33.3,Alluvial,19,58,31,Kharif,Central,Wheat
34.8,53.6,46.8,Black,11,52,35,Zaid,South,Cotton
19.5,49.9,40.1,Alluvial,44,25,38,Rabi,West,Sugarcane
21.4,55.9,45.0,Black,27,42,38,Rabi,East,Millets
34.0,41.8,45.0,Clayey,47,23,44,Zaid,North,Millets
24.9,67.2,49.0,Red,23,53,31,Kharif,East,Rice
31.3,78.2,43.3,Alluvial,33,54,43,Kharif,West,Rice
29.0,61.2,37.9,Red,55,42,17,Kharif,East,Rice
21.5,62.8,44.5,Red,32,20,30,Rabi,North,Wheat
30.8,57.9,31.6,Alluvial,39,36,37,Kharif,Central,Rice
26.6,89.1,58.0,Black,57,22,34,Kharif,West,Millets
34.6,63.3,34.9,Black,25,15,27,Kharif,Central,Millets
33.4,43.2,37.8,Loamy,32,26,33,Zaid,Central,Tobacco
16.8,53.3,50.2,Red,54,36,27,Rabi,West,Wheat
35.5,64.5,48.8,Sandy,13,36,17,Zaid,Central,Millets
22.7,62.4,61.8,Black,54,17,14,Rabi,West,Cotton
28.0,77.9,50.8,Loamy,47,9,41,Kharif,West,Oil seeds
26.4,55.2,33.3,Loamy,31,39,33,Rabi,Central,Wheat
28.9,61.2,46.2,Red,18,27,36,Rabi,West,Pulses
29.8,91.7,32.8,Red,14,26,47,Kharif,West,Maize
35.0,47.9,23.8,Sandy,33,41,18,Zaid,East,Millets
23.5,75.0,35.6,Sandy,35,33,19,Kharif,South,Rice
38.1,47.5,30.0,Sandy,19,58,8,Zaid,North,Tobacco
33.6,57.6,29.0,Black,35,20,44,Kharif,North,Cotton
31.3,76.3,44.9,Red,28,53,21,Kharif,South,Rice
30.6,57.6,31.5,Alluvial,16,7,12,Kharif,North,Wheat
34.5,49.8,33.3,Sandy,20,54,24,Zaid,South,Millets
32.7,86.3,38.5,Red,18,53,43,Kharif,West,Rice
24.4,75.3,49.8,Red,13,31,27,Kharif,West,Maize
28.1,74.4,30.9,Sandy,22,41,47,Kharif,Central,Maize
28.5,47.8,39.7,Loamy,59,14,32,Rabi,Central,Barley
18.0,68.2,56.6,Sandy,34,21,37,Rabi,Central,Pulses
34.2,100.2,41.9,Black,24,20,20,Kharif,South,Millets
28.2,68.1,42.7,Alluvial,18,57,45,Kharif,North,Rice
18.2,55.9,39.6,Red,58,14,22,Rabi,South,Wheat
14.2,66.7,35.4,Sandy,57,45,46,Rabi,North,Barley
31.4,57.3,51.0,Red,10,14,23,Zaid,East,Ground Nuts
28.3,62.8,47.0,Sandy,33,27,27,Kharif,East,Rice
33.0,42.8,34.3,Clayey,21,32,40,Zaid,West,Millets
33.1,53.4,54.9,Clayey,44,25,31,Zaid,Central,Ground Nuts
39.0,40.5,51.9,Red,43,27,46,Zaid,North,Ground Nuts
33.2,100.1,36.5,Sandy,27,42,38,Kharif,North,Rice
33.3,75.4,32.8,Black,59,59,6,Kharif,East,Millets
20.8,63.5,46.5,Loamy,22,12,14,Rabi,South,Wheat
33.0,67.1,47.8,Clayey,24,58,6,Kharif,West,Rice
26.7,62.5,42.6,Loamy,48,21,32,Kharif,West,Oil seeds
33.9,58.9,41.4,Alluvial,39,6,25,Zaid,South,Sugarcane
35.4,41.9,32.9,Black,51,57,47,Zaid,South,Millets
32.4,43.1,32.6,Alluvial,13,54,42,Zaid,West,Rice
33.3,48.5,35.9,Red,40,19,16,Zaid,South,Millets
23.1,54.6,35.0,Clayey,31,57,44,Rabi,West,Wheat
15.5,41.9,25.5,Black,36,51,39,Rabi,West,Cotton
33.0,56.7,34.4,Alluvial,33,28,28,Zaid,North,Sugarcane
36.6,57.8,26.0,Clayey,57,45,38,Zaid,East,Millets
36.1,46.6,29.3,Sandy,35,13,13,Zaid,West,Tobacco
32.5,39.5,30.3,Black,51,42,20,Zaid,South,Millets
33.5,57.9,47.6,Loamy,53,25,38,Zaid,East,Tobacco
33.9,59.7,41.4,Red,15,10,43,Zaid,West,Millets
17.0,44.3,37.8,Black,17,8,27,Rabi,South,Cotton
37.4,48.1,51.9,Loamy,54,19,46,Zaid,Central,Tobacco
38.5,41.4,37.7,Black,54,52,9,Zaid,West,Cotton
28.2,72.0,32.1,Clayey,22,52,25,Kharif,North,Rice
35.3,51.7,37.7,Black,56,16,36,Zaid,East,Millets
29.1,92.3,41.2,Black,57,17,32,Kharif,Central,Millets
33.4,52.8,41.4,Black,43,13,23,Zaid,East,Millets
26.7,81.0,51.8,Loamy,54,19,6,Rabi,Central,Barley
29.0,89.3,45.7,Sandy,23,42,31,Kharif,North,Rice
26.6,62.3,44.0,Loamy,13,13,30,Kharif,West,Rice
36.9,60.0,32.7,Loamy,44,45,45,Zaid,South,Millets
16.4,49.3,27.0,Clayey,13,43,25,Rabi,West,Pulses
23.3,64.9,20.3,Alluvial,14,55,35,Rabi,North,Wheat
31.3,67.6,35.8,Red,28,28,14,Kharif,East,Maize
35.3,57.0,36.1,Black,29,13,39,Zaid,North,Millets
29.1,86.5,25.4,Sandy,27,49,49,Kharif,Central,Oil seeds
